Stop_id,Stop Name,Lat,Lng
3300,Iyyappan Koil,12.965419,80.19146
3301,Ponniamman Koil,12.964833,80.197
3302,Ram Nagar,12.965167,80.207
3303,Kaiveli,12.964099,80.216072
3304,Velachery,12.974667,80.2205
3305,Tansi Nagar,12.978,80.224667
3306,Tharamani,12.981226,80.242535
3307,Saidapet,13.024167,80.228333
3308,Guindy Race Course/Railway Station Bus Stop,13.007883,80.213017
3309,Guindy/MKN Road,13.007333,80.209833
3310,Nandhambakkam/Trade Centre,13.016321,80.189709
3311,Iyyappanthangal Depot,13.038,80.135167
3312,Retteri/Chettiyar Agaram,13.036159,80.146269
3313,Perungudi,12.959618,80.244968
3314,Mettukuppam,12.939264,80.235579
3315,Kannagi Nagar,12.93129,80.2386
3316,Kannagi Nagar Depot,12.925525,80.238184
3317,Thuraipakkam Tea Stall/Shivaram,12.951034,80.241265
3318,Gandhi Mandapam/Anna University,13.007388,80.236858
3319,TVS/HDFC,13.059252,80.259749
3320,Thousand Lights/Church Park,13.054142,80.253604
3321,Yellow Pages/Radha Krishnan Street/YMCA,13.04448,80.268625
3322,Ramapuram,13.02062,80.18432
3323,Moon Light,13.025214,80.175874
3324,Sakthi nagar,13.032325,80.163137
3325,Gopala Krishna Theatre,13.03387,80.16034
3326,Kattupakkam,13.041097,80.12713
3327,Vannankulam,13.04302,80.12271
3328,Kumunanchavadi,13.04395,80.11542
3329,Gangai Amman Koil,13.03807,80.1132
3330,Mangadu,13.03508,80.11209
3331,Kamatchi Amman Koil,13.03094,80.11126
3332,Pattu Koot Road/X Road,13.027108,80.110871
3333,Cement Road,13.02531,80.11472
3334,Cement Road,13.02527,80.115
3335,Aalamaram,13.0255,80.11327
3336,Gangai Amman Koil,13.03797,80.11294
3337,Gopala Krishna Theatre,13.03369,80.161111
3338,Sakthi nagar,13.032713,80.162922
3339,Moon Light,13.025036,80.176664
3340,Nandhambakkam,13.01677,80.18954
3341,Butt Road Kalyana Mandapam,13.011043,80.19569
3342,Saidapet,13.023234,80.227444
3343,Karapakkam,12.913289,80.229341
3344,Odai,12.88844,80.22725
3345,IGP,12.973769,80.250572
3346,Maduvinkarai,13.00419,80.21224
3347,IIT,13.006692,80.240341
3348,Tharamani Pillaiyar Koil/Periyar Nagar,12.981348,80.238572
3349,Thiru Nagar,13.0576,80.21136
3350,Koyambedu Busstand,13.06811,80.20547
3351,Thiru Nagar,13.057766,80.211598
3352,Dhandeeswaram,12.983326,80.22224
3353,Pallikkarani,12.93389,80.20395
3354,Pallikkaranai Oil Mill,12.92954,80.20283
3355,Pallikaranai,12.93396,80.20384
3356,Gandhi Road,12.98655,80.22292
3357,SRP Tools,12.978538,80.252309
3358,Ponniamman koil,12.884917,80.226794
3359,Kumaran Nagar,12.877933,80.22693
3360,Kazhipattur,12.81901,80.230516
3361,Padur,12.804429,80.224224
3362,Hindustan College,12.80106,80.22352
3363,Kelambakkam,12.786416,80.220347
3364,Padur,12.805557,80.224095
3365,Adyar Bus Stand,13.00667,80.2555
3366,T nagar,13.03409,80.23001
3367,Chepauk/Ezhilagam,13.06264,80.28314
3368,Thirumangalam,13.087306,80.197796
3369,St.Thomas mount post office,13.001548,80.196275
3370,UTI Bank Bus Stop,12.965905,80.188481
3371,Madipakkam koot road,12.968106,80.189507
3372,Parrys,13.08531,80.2848
3373,Balaji Nagar,12.953997,80.212267
3374,Balaji Dental Hospital,12.944388,80.208467
3375,Puliyamaram,12.920407,80.196593
3376,Pallikkaranai Oil Mill,12.929229,80.20266
3377,Narayanapuram,12.939834,80.205439
3378,Balaji Dental Hospital,12.944361,80.208319
3379,Balaji Nagar,12.953549,80.211839
3380,Velachery Railway Station,12.970953,80.218811
3381,Vijaya Nagar Bus Stand,12.975873,80.220999
3382,Baby Nagar/Balaji Nagar,12.981672,80.230423
3383,Jayanthi Theatre Signal,12.987713,80.256035
3384,Baby Nagar,12.980545,80.229067
3385,Gandhi Nagar/Madhya Kailash,13.006892,80.249581
3386,Narayanasamy Thottam,13.020148,80.262569
3387,Mandhaveli Market,13.029725,80.266642
3388,Mandaveli Bus stand,13.025321,80.265388
3389,Madhya Kailash/CLRI,13.006605,80.246591
3390,C.I.T Nagar,13.03037,80.230641
3391,Chellammal College/SPIC,13.011673,80.219807
3392,Chellammal College/SPIC,13.012212,80.220434
3393,Little Mount/Saidapet Court/Chinnamalai,13.015294,80.224711
3394,C.I.T Nagar,13.02841,80.230854
3395,T. Nagar Bus Terminus,13.033959,80.230406
3396,Saidapet,13.022406,80.226773
3397,Kathipara/Jothi Theatre,13.007304,80.201539
3398,Butt Road,13.007279,80.196958
3399,Jayanthi Theatre,13.014312,80.193346
3400,Porur,13.035453,80.154279
3401,Iyyappanthangal Depot,13.038195,80.1352
3402,Ramachandra Hospital/SRMC,13.036964,80.141731
3403,Jayanthi Theatre,13.014438,80.193487
3404,Ambattur Estate,13.099641,80.169996
3405,taylors road,13.076744,80.238836
3406,Kalpana Hotel,13.103229,80.207683
3407,Kallukadai,13.101761,80.211685
3408,I.C.F,13.101258,80.213202
3409,Joint Office,13.099655,80.229921
3410,Kelleys,13.085701,80.246666
3411,Broadway Terminus,13.088298,80.283604
3412,Chennai Central/Government Hospital,13.081813,80.276867
3413,LIC,13.065774,80.26781
3414,Mylapore Tank,13.033019,80.267756
3415,Simpson/P.Orr Sons,13.070893,80.273893
3416,Pallavan House/PTC,13.07531,80.276397
3417,SIET,13.0355,80.246066
3418,Mettupalayam,13.032111,80.220009
3419,Srinivasa,13.031119,80.223744
3420,Kumaran Nagar,13.029201,80.224215
3421,Nandanam Housing Board,13.029611,80.237099
3422,Nesapakkam,13.038587,80.192784
3423,Tata Udipi,13.036754,80.198443
3424,MGR Nagar Market,13.036289,80.201583
3425,Saidapet,13.024309,80.228277
3426,Anna University,13.008041,80.23342
3427,MadhyaKailash/Gandhi Nagar,13.006696,80.249531
3428,Vannandurai,12.996137,80.262838
3429,Adayar Signal,13.006689,80.25382
3430,Raghavan Colony Park,13.030499,80.216848
3431,ESI Hospital,13.035482,80.208326
3432,Kk Nagar,13.035947,80.205273
3433,MGR Nagar,13.036403,80.202076
3434,Nesapakkam,13.038703,80.192906
3435,Kamaraj Salai/Nagathamman Koil,13.044162,80.208882
3436,Adayar Bus Stand,13.001756,80.256561
3437,Adyar Signal/Malar Hospital,13.007145,80.258841
3438,Besant Nagar,13.000314,80.265709
3439,Chemman Cheri,12.861155,80.227188
3440,Chemmanchery S.C.B.,12.874689,80.209732
3441,Concorde,13.010411,80.222847
3442,Guindy TVK Estate,13.009764,80.211128
3443,Gurunanak College,12.990388,80.220503
3444,Hindustan Engg College,12.801308,80.223732
3445,I.C.F,13.100378,80.215012
3446,Kamabar Arangam,13.0992,80.219767
3447,Kilpauk Garden,13.083758,80.233512
3448,Koman Nagar Road Junction,12.744287,80.200479
3449,Korattur,13.111503,80.184215
3450,Kumunanchavadi,13.045089,80.115921
3451,TVS Lucas,13.101288,80.189689
3452,Mootakaran Chavadi,12.929949,80.231094
3453,N.G.O.Colony,12.994783,80.20654
3454,Palavasthic Chemicals,12.816585,80.229683
3455,St Thomas Mount R.S,12.994658,80.200231
3456,Thorappakkam Tea Shop,12.952012,80.242241
3457,Vandaloor Gate,12.892971,80.086472
3458,Vanuvampet,12.981692,80.195758
3459,Santhosapuram,12.919733,80.171167
3460,Ashok Pillar/Udhayam Theater,13.034111,80.21214
3461,Nallalaghu Nadar Polytechnic College,13.178702,80.194548
3462,Purasaiwalkam Tank,13.083888,80.254631
3463,All India Radio Bus Stop/Light House,13.039021,80.278671
3464,Santhome Church,13.03121,80.27753
3465,Music_College,13.018914,80.263148
3466,Chepauk/Ezhilagam,13.063152,80.283166
3467,Rajaji Bhavan,13.003147,80.268658
3468,Whites Road/Express Avenue/ TVS,13.0604,80.26548
3469,Avvai House,13.007407,80.261635
3470,Cement Road,12.996203,80.189299
3471,St.Thomas mount post office,13.001754,80.196173
3472,Vidhyodaya School,13.050829,80.240341
3473,Vandaloor Gate,12.89351,80.08641
3474,Perungalathur,12.906183,80.095984
3475,Kalaimagal Nagar,13.024735,80.206788
3476,Mint New/Vallalar Nagar/Thanga Salai,13.1045,80.27586
3477,D.M.S,13.046934,80.248627
3478,S.I.E.T college,13.035355,80.246172
3479,Guru Nanak College,12.99062,80.220199
3480,Moolakadai,13.1292,80.240765
3481,Thamaraipakkam Sivsn Koil,13.02538,80.22974
3482,dams Road,13.066966,80.268524
3483,Pudhupettai Market,13.070285,80.265819
3484,Medavakkam Tank,13.08828,80.241908
3485,Jothi Theatre/Kathipara,13.007317,80.201711
3486,Kalpana ,13.138993,80.227502
3487,NGO Colony Depot,12.994615,80.206586
3488,Pattu Road Junction,13.026989,80.110643
3489,Mangadu Koil,13.03178,80.11108
3490,Mugalivakkam,13.029415,80.168824
3491,Vadapalani Temple/Vadapalani,13.049688,80.212144
3492,Otteri TB Hospital,13.09703,80.245182
3493,Kalaimagal Nagar,13.02429,80.20694
3494,Nallalaghu Nadar Polytechnic College,13.178088,80.195119
3495,Pallavaram Bus Stand,12.969269,80.150188
3496,M.M.D.A Bus Stop,13.062929,80.21152
3497,Erukancherry Toll Gate,13.122114,80.251128
3498,Bharathi Nagar,13.123001,80.25949
3499,Bharathi Nagar/MKB Nagar,13.122922,80.259661
3500,Perungalathur,12.905657,80.096009
3501,Vandaloor Zoo,12.880858,80.080972
3502,Sidco,13.10323,80.19923
3503,Thuraipakkam Tea Stall/Shivaram,12.951766,80.241718
3504,Jain College,12.946613,80.239839
3505,Karapakkam Bus Stop,12.913905,80.229413
3506,Dollar ,12.90607,80.22831
3507,Sholinganallur,12.899351,80.227919
3508,Navallur ,12.844926,80.22666
3509,SIPCOT,12.832617,80.229101
3510,Hindustan College,12.801036,80.223788
3511,Kelambakkam,12.786276,80.220435
3512,Chengammal/PSB College,12.770775,80.213192
3513,Vyasarapadi Market/Pillar,13.114484,80.265676
3514,Thiruporur Murugan Temple,12.725305,80.188154
3515,Cycle Shop,13.153057,80.20869
3516,Erukancherry Toll Gate,13.122024,80.250895
3517,SIPCOT,12.830953,80.229335
3518,AGS ,12.85001,80.226463
3519,Okkiyampettai,12.92575,80.230811
3520,Periyamet Bus Stop,13.084268,80.270375
3521,Golden Flats Bus Stop,13.088254,80.17844
3522,Little Mount/Saidapet Court/Chinnamalai,13.013898,80.22657
3523,Kannigapuram,13.004494,80.220235
3524,Gandhi Road,12.98772,80.22311
3525,Kaiveli,12.963705,80.216174
3526,Red Hills Depot,13.192905,80.184347
3527,Medavakkam New Bus Stop,12.917219,80.191525
3528,Medavakkam Koot Road,12.919909,80.182628
3529,Tambaram East,12.92355,80.11668
3530,Erukancherry,13.12379,80.24792
3531,Tambaram East,12.923362,80.121836
3532,Medavakkam Bus Stop,12.917165,80.193141
3533,Halda,13.010985,80.222862
3534,Collector Nagar/MM Hospital,13.087667,80.189085
3535,Sathyabama ,12.87281,80.22654
3536,Dollar,12.907452,80.228231
3537,Ayanavaram ESI,13.097412,80.242783
3538,Mint New/Vallalar Nagar,13.104198,80.275905
3539,Tambaram Depot,12.9256,80.11722
3540,Anand/Sathyam Theatre,13.056438,80.257151
3541,Nandhanam Post Office/Military Quarters,13.031786,80.241015
3542,Sterling Road,13.064227,80.24352
3543,Kannammapettai,13.030366,80.228137
3544,Moolakadai Bypass Bus Stand,13.144367,80.219529
3545,Pillaiyar Koil/Sivan Park,13.04074,80.20514
3546,Puzhudhivakkam/Kumaran Theatre Bus Stop,12.972168,80.191325
3547,Vanuvampet,12.981113,80.195355
3548,Jayalakshmi Theatre,12.991821,80.198618
3549,Music_College,13.01915,80.26404
3550,Santhome_High_road/ Santhome_Employement_Office,13.02996,80.276748
3551,Thillaiganga Nagar,12.99127,80.19456
3552,Thillaiganga Nagar,12.99115,80.19453
3553,Vannankulam,13.04288,80.12353
3554,Iyappanthangal/Ambedkar Silai,13.03741,80.13865
3555,Gowrivakkam,12.920951,80.167331
3556,Mahalakshmi nagar,12.922695,80.146978
3557,Guduvanchery Bus Terminus,12.84548,80.061448
3558,Guduvanchery Bus Terminus,12.845288,80.060994
3559,Guduvanchery Electricity Board,12.851341,80.065607
3560,Urapakkam School,12.868251,80.075748
3561,Mahalakshmi Nagar Junction Bus Stop,12.922562,80.147442
3562,Sembakkam,12.92337,80.16023
3563,Medavakkam Koot Road ,12.92024,80.18337
3564,Vadapalani BS,13.04928,80.2068
3565,All_India_Radio_Bus_Stop,13.0391,80.27894
3566,Adyar Signal,13.00648,80.25394
3567,Gowrivakkam,12.92084,80.16808
3568,Vijayanagaram Bus Stand,12.91847,80.17674
3569,Santhome High School,13.032549,80.277371
3570,Pillaiyar Koil,13.0412,80.20515
3571,Vadapalani Signal/100 Feet Road,13.049779,80.211695
3572,BHEL Nagar,12.924795,80.182698
3573,Vellakal Bus Stop,12.931413,80.181479
3574,Kovilambakkam Bus Stop,12.938958,80.182345
3575,Veeramani Nagar,12.944788,80.182938
3576,Echankadu,12.94686,80.18401
3577,Ganesh Nagar ,12.961354,80.18724
3578,Puzhudhivakkam/Kumaran Theatre Bus Stop,12.972684,80.191455
3579,Surendara Nagar,12.986796,80.197302
3580,Guindy Race Course/Guindy Railway Station Bus Stop,13.008179,80.213317
3581,St Thomas Mount,12.994598,80.200311
3582,Surendara Nagar,12.986397,80.197334
3583,Oil Mill,12.977725,80.193849
3584,Echankadu,12.946489,80.183843
3585,Veeramani Nagar,12.944606,80.183067
3586,Kovilambakkam Bus Stop,12.93956,80.182636
3587,Vellakal Bus Stop,12.930914,80.181585
3588,BHEL Nagar,12.924209,80.182892
3589,UTI Bank Bus Stop,12.966024,80.188634
3590,Sadasivam Nagar,12.965621,80.204587
3591,Kannigapuram,13.004738,80.220194
3592,Guindy Estate Bus Terminus,13.009722,80.211227
3593,Ashok Pillar/Udhayam Theater,13.035043,80.21113
3594,Mullai Nagar,13.12269,80.26575
3595,Simpson/P.Orr & Sons,13.07067,80.27423
3596,Vanavil/Anna Arivalayam,13.041556,80.247512
3597,Kottur,13.01855,80.24126
3598,War_Memorial,13.07468,80.28623
3599,Adayar Gate,13.028948,80.249139
3600,Errikarai,12.98713,80.2183
3601,Murugan Kalyana Mandabam,12.984042,80.217986
3602,Murugan Kalyana Mandabam,12.983712,80.217769
3603,Housing Board Water Tank,12.991768,80.212653
3604,Britto School,12.99371,80.21008
3605,Krishna Sweets,12.99718,80.21046
3606,Mettupalayam,12.998468,80.207425
3607,Pattur Bus Stop,13.023196,80.1185
3608,Chetti Theru,13.04139,80.1145
3609,Retteri/Chettiyar Agaram,13.0363,80.14624
3610,Check Post,12.997392,80.216188
3611,Maduvinkarai,13.003662,80.211937
3612,City Centre/Kalyani Hospital,13.043722,80.272391
3613,Golden Flats,13.08828,80.178894
3614,Wavin Bus Stop,13.088657,80.171542
3615,Lattice Bridge,12.98619,80.25552
3616,Infosys/Aavin,12.893152,80.227535
3617,Infosys/Aavin,12.893523,80.227407
3618,Adyar Signal/Adyar Aavin/Malar Hospital,13.007483,80.258342
3619,RBI,13.082862,80.289028
3620,Avvai Home,13.007463,80.261472
3621,LIC,13.062794,80.263678
3622,Vasanthi,13.093371,80.258968
3623,Samiyar Madam,13.179195,80.194215
3624,Redhills Market,13.189359,80.187542
3625,Kelleys,13.085824,80.246734
3626,Medavakkam Koot Road Bus Stop,12.920695,80.185302
3627,CLRI/IIT Madras,13.006883,80.240639
3628,Muttukkaranchavadi,12.930504,80.231753
3629,Adyar Telephone Exchange Bus Stop,13.000581,80.256484
3630,Urapakkam Tea Kadai Bus Stop,12.862166,80.073404
3631,Vandalur Zoo Bus Stand,12.880288,80.080472
3632,Sholinganallaur,12.9031,80.227892
3633,Iyyappanthangal Bus Stop,13.039084,80.132443
3634,Navallur Church,12.821599,80.23063
3635,Mangadu Bus Stand,13.031438,80.111092
3636,Poo Colony,12.810274,80.227836
3637,Wavin,13.088513,80.172038
3638,Asarkana/Kathipara/Guindy Circle,13.003769,80.200792
3639,Velachery Railway Station,12.970733,80.21897
3640,High Court Bus Terminus,13.085613,80.285091
3641,Bharathi Nagar,12.981122,80.234463
3642,Baby Nagar,12.980611,80.229319
3643,Vijaya Nagar Bus Stand,12.975613,80.221041
3644,Tidel Park,12.987821,80.251712
3645,SRP Tools,12.97873,80.252629
3646,Kandanchavadi,12.965151,80.24738
3647,Tidel Park,12.988023,80.25187
3648,Devanathan Street,13.028149,80.263691
3649,Kaiveli,12.963669,80.21543
3650,Madipakkam Koot Road,12.965869,80.188868
3651,Kilkatalai Depot,12.956132,80.186786
3652,Madipakkam Koot Road,12.968297,80.189496
3653,Dhandeeswaram,12.983035,80.221958
3654,Sathyabama,12.872123,80.22677
3655,Semmanchery Alamaram,12.859812,80.226491
3656,Thirumanglam 2,13.084393,80.198643
3657,Gurunanak College,12.991105,80.219511
3658,Erikarai,12.987278,80.218207
3659,Guru Nanak College,12.991289,80.219312
3660,Vadapalani Bus Stop,13.048887,80.206812
3661,Halda,13.010932,80.223067
3662,IGP,12.974338,80.25043
3663,Check Post,12.997686,80.215998
3664,Vijay Nagar,12.977206,80.222642
3665,Narayanapuram,12.939643,80.205605
3666,Vannandurai,12.996278,80.262441
3667,Besant Nagar Depot,13.001126,80.26729
3668,Queen_Marys_College,13.045717,80.280036
3669,secretariat,13.080559,80.288201
3670,DLF/L&T,13.023811,80.178431
3671,Adyar Depot,12.996827,80.255645
3672,Indira Nagar Water Tank,12.994577,80.252523
3673,Porur,13.034636,80.156368
3674,Guindy Terminus,13.009291,80.211252
3675,Kotturpuram,13.021764,80.242313
3676,Oil Mill,12.978153,80.193832
3677,Villivakkam/Kalpana,13.102759,80.208619
3678,Nathamuni,13.103654,80.202767
3679,ESI,13.093706,80.241134
3680,Egmore Railway Station,13.077257,80.261051
3681,Medavakkam Tank,13.087652,80.243606
3682,Mettupalayam,13.032171,80.21988
3683,Kk Nagar Depot,13.035624,80.20609
3684,War_Memorial,13.074369,80.286192
3685,Vanavil/Anna Arivalayam,13.040751,80.247065
3686,Pattalam,13.096745,80.259201
3687,Gandhi nagar,13.0069,80.25028
3688,Saidapet,13.023344,80.227667
3689,Maduvinkarai,13.003956,80.21194
3690,Old Mint,13.106448,80.279954
3691,Saidapet,13.023234,80.227444
3692,Mettupalayam,12.998561,80.207346
3693,PTC Quarters,12.935665,80.234156
3694,Sivan Koil,12.933014,80.236143
3695,Kannagi Nagar Market,12.928464,80.238895
3696,Sivan Koil,12.932959,80.236227
3697,UTI Bank,12.964935,80.188214
3698,Kaliappa/Billroth/R.A.Puram,13.027075,80.256151
3699,Parrys_Corner,13.08836,80.290065
3700,CLS Post Office,13.083026,80.278858
3701,Central/Moore Market,13.082137,80.275592
3702,Broadway Terminus,13.086674,80.283597
3703,Thirisulam/Airport,12.979434,80.16232
3704,Urapakkam School,12.865798,80.075032
3705,Urapakkam Tea Kadai,12.861996,80.073506
3706,Guduvanchery Electricity Board,12.850806,80.065477
3707,Guindy/MKN Road,13.00923,80.210866
3708,Santhome High Road,13.030993,80.277428
3709,Vadapalani 100 Feet Road,13.047,80.212036
3710,Matha Koil,13.111471,80.265523
3711,Mullai Nagar,13.122278,80.265821
3712,Jayalakshmi Theatre,12.99122,80.198565
3713,Kalpana,13.138921,80.22784
3714,Kalavakkam,12.741619,80.197187
3715,Kannagi Nagar Market,12.928486,80.238771
3716,Kannagi Nagar,12.931302,80.238473
3717,PTC Quarters,12.935678,80.233967
3718,Kandanchavadi,12.96617,80.247577
3719,Ramalinga swamy,13.109032,80.267099
3720,ACP,13.141958,80.223529
3721,ACP,13.141913,80.223756
3722,Erukkancherry,13.123971,80.247888
3723,Ambedkar College,13.118484,80.259302
3724,Vyasarapadi Market,13.115649,80.265757
3725,Pillar/Vyasarpadi Market,13.114316,80.265778
3726,Maduvinkarai,13.003956,80.21194
3727,Vepery,13.085368,80.262829
3728,Electricity Board/Post Office,13.105542,80.186282
3729,ESI,13.107893,80.186199
3730,Bhakthavatchalam College,13.108078,80.183645
3731,Infant Jesus Church,13.108549,80.180245
3732,Erikarai,13.110266,80.180381
3733,Korattur,13.111527,80.184346
3734,Erikarai,13.110309,80.180549
3735,Infant Jesus Church,13.108571,80.180281
3736,Bhakthavatchalam College,13.108207,80.183643
3737,ESI,13.108018,80.186276
3738,Electricity Board/Post Office,13.105962,80.186496
3739,UCO Bank,13.103909,80.186373
3740,Padi Edatheru,13.10002,80.186694
3741,Velachery,12.975957,80.220146
3004,Jaynathi bus stop on LB  towards ADYAR,12.987947,80.255745
3005,Muthu pharmacy stop on LB  after Jayanthi towards KEL,12.987182,80.255722
3000,Tidel park to ECR turning,12.98806,80.251846
3029,On LB road towards Kelambakam from Adyar,12.996715,80.255908
3030,On LB road towards Saidapet from Adyar Depot,12.997863,80.255884
3031,Sipcot IT park - first stop of 1103,12.82592,80.217239
3032,Sipcot IT park - second stop of 1103,12.8318,80.229111
3033,"Thiruvanmiyur Terminus
",12.987319,80.259135
3742,Ennore,13.2118,80.3204
3743,"Ennore Foundary
",13.21201,80.31865
3744,"Leyland
",13.21024,80.31672
3745,"Leyland PO
",13.20695,80.31542
3746,"ETP camp 1
",13.19614,80.3119
3747,"ETP camp 2
",13.18831,80.3085
3748,"Ernavur
",13.18628,80.30757
3749,"Gandhi nagar
",13.1862,80.3035
3750,"Murugan koil
",13.1865,80.305
3751,"Mullai nagar
",13.18536,80.31069
3752,"Lift gate
",13.18497,80.31135
3753,"ITC
",13.17991,80.3075
3754,"Wimco
",13.17889,80.30556
3755,"Ajex
",13.17299,80.30428
3756,"Periyar nagar
",13.16781,80.3035
3757,"TVT market
",13.16374,80.30252
3758,"Theradi
",13.16012,80.30146
3759,"Ellayamman koil
",13.15656,80.30087
3760,"Kaladipet
",13.15386,80.29982
3761,"Rajakadai
",13.15134,80.29837
3762,"Thangal
",13.14788,80.2972
3763,"Tollgate
",13.14429,80.28472
3764,"Nahoorar thottam
",13.14788,80
3765,"Kasimedu
",13.1347,80
3766,"Royapuram PS
",13.12562,80
3767,"Royapuram Market
",13.11556,80
3768,"Clay battery
",13.10864,80
3769,"Beach station
",13.10012,80
3770,"Parrys_corner
",13.09463,80
3771,"Parrys 
",13.08523,80
3772,"Central
",13.08513,80
3773,"MTC
",13.08182,80
3774,"Porr&sons
",13.07512,80
4043,PONNIAMMAN_KOIL,12.886138,80.226806
4042,KUMARAN_NAGAR,12.877518,80.226742
4041,SATHYABAM_UNIVERSITY,12.87106,80.226488
4040,SEMMENCHERY,12.861583,80.226458
4039,NAVALUR,12.844744,80.226504
4038,EGATTUR,12.837108,80.228172
4037,SIRUSERI,12.833147,80.228796
4036,VANIYAMCHAVADI,12.826298,80.231276
4034,POO_COMPANY,12.809799,80.227448
4035,KAZHIPATTUR,12.819696,80.230385
4033,HINDUSTAN_COLLEGE,12.801506,80.223545
4032,KELAMBAKKAM,12.786396,80.220312
4065,Mandaveli_Terminus,13.026682,80.265724
4031,KELAMBAKKAM,12.786357,80.221931
4030,HINDUSTAN_COLLEGE,12.801012,80.22363
4029,POO_COMPANY,12.81099,80.228124
4028,KAZHIPATTUR,12.81901,80.230531
4027,VANIYAMCHAVADI,12.825992,80.231447
4024,NAVALUR,12.84493,80.226769
4025,EGATTUR,12.836745,80.228448
4026,SIRUSERI,12.832681,80.229115
4023,SEMMANCHERY,12.85971,80.226528
4022,SATHYABAMA_UNIVERSITY,12.87207,80.226777
4020,PONNIAMMAN,12.885759,80.226951
4021,KUMARAN_NAGAR,12.877922,80.226957
4019,AAVIN,12.89352,80.22764
4018,SHOZHINGANALLUR,12.898795,80.22792
4017,ACCENTURE,12.906031,80.228347
4016,KARAPAKKAM,12.913367,80.229376
4015,TCS_KARAPAKKAM,12.919613,80.230232
4014,OKKIYAMPET,12.925828,80.231061
4013,PTC_QUARTRES,12.934222,80.23321
4012,METTUKUPPAM,12.93919,80.235615
4010,THURAIPAKKAM,12.951706,80.241742
4011,JAIN_COLL,12.946553,80.239864
4009,PERUNGUDI,12.959519,80.244946
4007,IGP,12.972633,80.250207
4006,SRP_TOOLS,12.978618,80.252599
4005,TIDEL_PARK,12.991302,80.250621
4004,MADHYA_KAILASH,13.006232,80.247461
4003,CLRI,13.006869,80.240674
4001,LITTLE_MOUNT,13.014339,80.226308
4002,ANNA_UNIVERSITY,13.008192,80.233775
4000,SAIDAPET  ,13.021571,80.226036
4008,KANDANCHAVADI,12.965094,80.247394
4044,AAVIN,12.894458,80.227491
4045,SHOLINGANALLUR,12.903181,80.227945
4046,ACCENTURE,12.907473,80.22828
4047,KARAPAKKAM,12.913535,80.229182
4048,TCS_KARAPAKKAM,12.919788,80.230027
4049,OKKIYAMPETTAI,12.925761,80.230829
4050,PTC_QUATRES,12.932923,80.23238
4051,METTUKUPPAM,12.939101,80.235254
4052,JAIN_COLL,12.94653,80.239589
4053,SEEVARAM,12.951035,80.241244
4054,PERUNGUDI,12.958841,80.244288
4055,KANDANCHAVADI ,12.966938,80.247971
4056,IGP,12.974354,80.250501
4057,SRP_TOOLS,12.978472,80.252254
4058,TIDEL_PARK,12.989393,80.250896
4059,VHS,13.003507,80.247433
4060,MADHYA_KAILASH,13.006582,80.246162
4061,GANDHI_MANDABAM,13.00741,80.236843
4062,LITTLE_MOUNT,13.015541,80.224999
4063,SAIDAPET_ARCH,13.019135,80.22427
4064,SAIDAPET_BUS_STOP,13.022131,80.226231
4066,Mandhaveli_Bus_Stand/CID_Quarters,13.026527,80.263842
4067,Siringeri_Madam,13.027022,80.259054
4068,Kaliappa/Billroth/R.A_Puram,13.027075,80.256151
4069,Adayar_Gate/Park_Sheraton,13.028948,80.249139
4070,Kotturpuram,13.021764,80.242313
4071,Kottur,13.01855,80.24126
4072,Gandhi_Mandapam/Anna University,13.007388,80.236858
4073,Guindy_RS_BusStop,13.008179,80.213317
4074,Guindy/MKN_Road,13.007289,80.209773
4075,Asarkana/Kathipara/Guindy_Circle,13.003671,80.201072
4076,Thirisulam/Airport,12.979434,80.16232
4077,Pallavaram_Bus_Stand,12.969269,80.150188
4078,Chrompet,12.951758,80.140693
4079,Tambaram_Mepz/Sanatorium,12.937008,80.128093
4080,Tambaram_West,12.928088,80.119034
4081,Tambaram_Mepz/Sanatorium,12.936701,80.127436
4082,Chrompet,12.951091,80.139741
4083,Pallavaram_Bus_Stand,12.968621,80.149611
4084,Tirusulam/Airport,12.980011,80.162639
4085,Asarkana/Kathipara/Guindy_Circle,13.003769,80.200792
4086,Guindy_Terminus,13.009291,80.211252
4087,Anna_University/Gandhi_Mandabam,13.008251,80.2334
4088,IIT/CLRI,13.007365,80.240182
4089,Kottur/Anna_Library,13.018676,80.241195
4090,Kotturpuram,13.0233,80.24269
4091,Adyar_Gate/Park_Sheraton,13.029097,80.249161
4092,Kaliappa_Hospital/Billroth/R.A_Puram,13.02717,80.25433
4093,Siringeri_Madam,13.027022,80.259054
4094,Mandaveli_Market/Post_Office,13.02935,80.265687
4160,Tambaram_West,12.926966,80.11798
4159,Irumbuliyur,12.91724,80.10745
4158,Erikarai,12.909051,80.098383
4157,Perungalathur,12.906183,80.095984
4156,Iraniamman_koil,12.897431,80.089383
4155,Vandaloor_Gate,12.89351,80.08641
4154,Vandalur_Zoo ,12.880288,80.080472
4153,Urapakkam_School,12.868251,80.075748
4152,Urapakkam_Tea_ Kadai,12.862166,80.073404
4151,Guduvanchery_EB,12.851341,80.065607
4150,Guduvanchery,12.845288,80.060994
4149,Srinivasapuram,12.8403,80.05569
4148,Thailavaram,12.83087,80.045908
4147,VPT/Valliammai/SRM,12.826999,80.041703
4146,SRM_Potheri,12.820195,80.036704
4145,Sivanandha_Gurukulam,12.814611,80.032767
4144,Kattankulathur,12.809058,80.02917
4143,Maraimalai_Nagar,12.799837,80.023155
